ESTC number,Library name,Lib VIAF id,shelfmark,copynote,prov info,prov info ID
S111085,Harvard University Houghton Library,150194316,STC 22292,"Imperfect: A1 (blank) lacking. ; William A. White copy. ; Rebound in full red morocco; in case, 20 cm.",null,
S107307,Folger Shakespeare,427145424588186831488,STC 22356,"cs0822. Imperfect: lacking all before B1, and all after D3. The leaves are damaged and repaired by leaf-casting. Re-bound by Folger Library in modern limp vellum; stored in a case; formerly bound in vellum with other unidentified works (see Folger worksheet)",null,
S107306,Folger Shakespeare,427145424588186831488,STC 22358a Bd.w. STC 22341.8,"cs0063.6. Imperfect: lacking leaves D1 and D4 (a blank?). D3 is damaged and repaired. With: Shakespeare, William. [The passionate pilgrime. London? 1599?] -- and three other works (for a complete description of contents, binding, and complete provenance, see note for smk STC 22341.8)",null,
S107202,"Oxford University, Bodleian Library",129788129,Arch. G g.4 (1),null,null,
S107202,"Oxford University, Bodleian Library",129788129,8° L 2(2) Art.BS.,null,null,
S107202,"Oxford University, Bodleian Library",129788129,8Â° L 2(2) Art.BS.,null,null,
S107202,Folger Shakespeare,427145424588186831488,STC 22347 Bd.w. STC 22341.8,"cs0063.3. With: Shakespeare, William. [The passionate pilgrime. London? 1599?] -- and three other works (for a complete description of contents, binding, and provenance, see note for smk STC 22341.8). Cropped, affecting headlines",null,
S107201,"Yale University, Sterling Memorial Library",137836402,Ig 3 620,null,null,
S107201,"Columbia University, Butler Library",144692318,823SY1 B99,null,null,
S107199,Oxford University Bodleian Library,129788129,[Shelfmark not available],lacks C1 [CM],null,
S107199,University of Warwick Library,132228553,[Shelfmark not available],null,null,
S106438,Henry E. Huntington Library and Art Gallery,147236009,56458,"Binding by C. Lewis. Cropped, with loss of imprint date; last leaves inlaid or repaired at inner margin.",Daniel Title copy; bookplates of Frederick Locker and E.D. Church,
S106438,National Library of Wales,170966617,[Shelfmark not available],imp. [CM],null,
S106399,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
S106399,"University of California, Los Angeles, Main",132228110,[Shelfmark not available],[CM],null,
S106399,University of Texas,141925602,Pforz 900,null,null,
S106399,Cambridge University Library,144535438,[Shelfmark not available],[CM],null,
S106399,The National Trust,144832259,PET,null,"Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",
S106399,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 206,"Eliz 206: Bound in calf, blind and gold tooling on cover and spine. Dogmersfield library bookplate of Sir Henry St. John Mildmay, and sold as lot 475 in the Mildmay sale by Sotheby's, 20 April 1907. Collation note of Bernard Quaritch on rear endpaper. Gift of Alexander S. Cochran, December 1911.",null,
S106399,Henry E. Huntington Library and Art Gallery,147236009,62057,null,Burton copy (2:4609),
S106399,British Library,149072094,C.34.k.16,null,null,
S106399,Harvard University Houghton Library,150194316,STC 14647,null,null,
S106399,Victoria and Albert Museum National Art Library,12145424490986830227,[Shelfmark not available],[CM],null,
S106395,Newberry,79547206,YS42.62,null,null,
S106395,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106395,"University of California, Los Angeles, Main",132228110,[Shelfmark not available],[CM],null,
S106395,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
S106395,Henry E. Huntington Library and Art Gallery,147236009,62059,"Binding signed by Birdsall, Northampton. Trimmed, inlaid; -blank.","collated by John P. Kemble, 1797, with his notes; Devonshire copy",
S106395,Henry E. Huntington Library and Art Gallery,147236009,62058,Binding signed by F. Bedford. -Blank.,bookplates of Frederick Locker and E.D. Church,
S106395,British Library,149072094,C.12.h.7,null,null,
S106395,Harvard University,232866267,[Shelfmark not available],[CM],null,
S106391,Henry E. Huntington Library and Art Gallery,147236009,61839,-T.p.; A2 cut down and mounted; cropped at head.,"bookplate of Marsden J. Perry; signature of A.S.W. Rosenbach, 22 July 1919",
S106378,Henry E. Huntington Library and Art Gallery,147236009,69382,Uncut.,Griswold copy; bookplate of Robert Hoe,
S106378,British Library,149072094,[Shelfmark not available],[CM],null,
S106377,University of Illinois,123824539,[Shelfmark not available],null,null,
S106377,Oxford University Bodleian Library,129788129,[Shelfmark not available],null,null,
S106377,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness PR2750 .A42 1640,null,null,
S106377,Auckland Public Library,138381447,RBR.1640.SHAK.Safe,null,null,
S106377,Glasgow University Library,139315116,[Shelfmark not available],null,null,
S106377,University of Texas,141925602,Wg.Sh15.640p,null,null,
S106377,University of Texas,141925602,Pforz 880,null,null,
S106377,New York Public Library,143013888,"*KC 1640 (Shakespeare, W. Poems)",null,null,
S106377,Shakespeare Birthplace Trust,144533424,SR 50.40,"Early [?] MS. pencil marks on A5r, B2r, B3r, B4v, C4r, C6r, D3v, D5v, D6r, D8v, E3r, K7v, and K8r; 83253009","ex-libris of Estelle Doheny on front end page; purchased by the Friends of SBT with the aid of the V&amp;A Museum, 27th February 1990; Binding by Heritage Bindery, c. 1988",
S106377,Cambridge University Library,144535438,SSS.45.16,null,"Bookplate of Samuel Sandars, by whom bequeathed in 1894, with his ownership inscription dated 1889. Bound by F. Bedford, probably for Sandars. A price (presumably Sandars') - 31.10.0 - is on the front endpaper",
S106377,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 190,"Eliz 190: Bound in contemporary calf, blind tooling on cover. Gift of Alexander S. Cochran, December 1911.",null,
S106377,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6X 640B,null,null,
S106377,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6X 640,null,null,
S106377,Henry E. Huntington Library and Art Gallery,147236009,69379,Binding signed by Riviere and Son. Plate mounted.,bookseller's label of Pickering &amp; Chatto; bookplate of E.D. Church,
S106377,British Library,149072094,G.11183,null,null,
S106377,British Library,149072094,Harl. 5927(370),T.p. only; lacks imprint date,null,
S106377,British Library,149072094,C.39.a.40,Imperfect; wanting the portrait,null,
S106377,Birmingham Central Libraries,149618033,S382.164,"T.p., K6-8, L1.8, quire M in facsimile from modern reprint; portrait is in facsimile from plate engraved ca.1810; 757523",null,
S106377,Harvard University Houghton Library,150194316,HEW 6.9.28,"Contemporary sheepskin, edges speckled red; in full olive morocco case.",null,
S106377,"The John Rylands Library, The University of Manchester",152274029,R4515,null,null,
S106377,"Memorial Library, University of Wisconsin-Madison",236855326,Thordarson T 2440,null,null,
S106377,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,*PR 2841 A1 1640,null,null,
S106377,Cambridge University King's College,316394825,Keynes.C.02.17,null,Keynes bequest.,
S106376,Dartmouth College,124255773,[Shelfmark not available],frags. [CM],null,
S106376,"Oxford University, Bodleian Library",129788129,Arch. G e.32 (1),null,null,
S106376,Shakespeare Birthplace Trust,144533424,SR/P35.44,Leaf F1 only; torn at one edge and repaired; foxed; 83000070,"Purchased July 1864 from George Daniel esq. of Canonbury, Islington; Binding: single leaf in folder",
S106376,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 199,Elizabethan Club.,null,
S106376,Henry E. Huntington Library and Art Gallery,147236009,69260,Binding signed by C. Lewis.,"Sir George Holford copy; initials of A.S.W. Rosenbach, 15 July 1925; bought by CSmH from him, 1925",
S106376,British Library,149072094,G.11180,null,null,
S106363,Henry E. Huntington Library and Art Gallery,147236009,59001,null,"Isham family library copy; Britwell sale, 16 Dec. 1919:85",
S106359,Henry E. Huntington Library and Art Gallery,147236009,59000,null,"Isham family library copy; Britwell sale, 16 Dec. 1919:85",
S106352,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106352,Henry E. Huntington Library and Art Gallery,147236009,69381,null,bookplates of Geo. Chalmers and the Bridgewater library,
S106352,British Library,149072094,[Shelfmark not available],[CM],null,
S106352,Harvard University Houghton Library,150194316,STC 22353,"Original printed edition. ; Imperfect: Two first leaves wanting, reproduced in facsimile. ; White copy. Lee, Sonnets. no. XI., p. 68. ; Access restricted; consult Curator of Rare Books.",null,
S106352,Folger Shakespeare,427145424588186831488,STC 22353,"cs0361. Imperfect: gathering [A] is supplied in facsimile. MS. bibliographical notes. Re-bound by the Folger Library; previously bound in c19 green goatskin, signed by J. Clarke (on surviving front fly-leaf).","armorial bookplate of Thomas Jolley; armorial bookplate of Edward Vernon Utterson (motto ""spe otii laboro""); James Orchard Halliwell-Phillipps copy; William Tite copy (inscribed by Tite on front fly-leaf: ""Halliwell Sale Lot 353 May 1856. W. Tite""); bookplate of Frederick Locker-Lampson (motto ""fear God fear nought"") (with a MS. note in his hand regarding the facsimiles); armorial bookplate (signed: ""189[4?] Hollyer"") of Frederic Robert Halsey (motto ""nescit vox missa reverti""); bookplate of Herschel V. Jones",
S106351,Henry E. Huntington Library and Art Gallery,147236009,69375,Cropped at foot.,bookplate of the Bridgewater library,
S106351,Cambridge University Trinity College,119148995978659751937,Capell *.9,"Closely cropped at the bottom, affecting legibility of some catchwords and lines of text",null,
S106350,Oxford University Bodleian Library,129788129,Mal. 892,cropped,null,
S106350,New York Public Library,143013888,"*KC 1616 (Shakespeare, W. Rape of Lvcrece)",null,null,
S106350,Henry E. Huntington Library and Art Gallery,147236009,69376,Binding signed by Riviere. Cropped.,"bookplate of Ouvry; Locker-Lampson copy; collated at Quaritch by Dring (?), 4 April 1882; bookplate of E.D. Church",
S106350,British Library,149072094,[Shelfmark not available],[CM],null,
S106350,Folger Shakespeare,427145424588186831488,STC 22350,"4/29/46. Trimmed, affecting side-notes and headlines. Sprinkled sheep binding; stored in a red goatskin pull-off box, signed by Riviere and Son.",illegible MS. note of provenance on t.p.; armorial bookplate of Thomas Fenwick Earsdon; bookplate of Frank J. Hogan,
S106348,Pierpont Morgan Library,139346252,[Shelfmark not available],[CM],null,
S106348,Henry E. Huntington Library and Art Gallery,147236009,69377,Binding signed by Bradstreet's. T.p. sophisticated.,Fenn - Frere copy; bookplates of Thomas Jefferson McKee and E.D. Church,
S106348,British Library,149072094,[Shelfmark not available],2 [CM],null,
S106348,Folger Shakespeare,427145424588186831488,STC 22351 Copy 2,"cs0443. Trimmed, affecting headlines, text, and direction-lines. MS. note on final page: ""Amor vincett omnia"". Disbound; stored in a box",null,
S106348,Folger Shakespeare,427145424588186831488,STC 22351 Copy 1,"cs448. Dark blue (?) goatskin binding. Trimmed, affecting direction-line on C3.","James Orchard Halliwell-Phillipps copy (with MS. bibliographical note signed by him on front free endpaper: ""I gave Quaritch forty guineas for this ...""; Quaritch sale catalogue entry for this copy pasted on front paste-down); Marsden J. Perry copy",
S106346,Edinburgh University Library,130215259,[Shelfmark not available],imp. [CM],null,
S106346,Henry E. Huntington Library and Art Gallery,147236009,69378,"Binding signed by Lortic Frères. -A1, D8; sig.A cropped at head; sig.B wrongly folded.",J.O. Halliwell-Phillipps copy; bookplate of Marsden J. Perry,
S106346,Henry E. Huntington Library and Art Gallery,147236009,69378,"Binding signed by Lortic FrÃ¨res. -A1, D8; sig.A cropped at head; sig.B wrongly folded.",J.O. Halliwell-Phillipps copy; bookplate of Marsden J. Perry,
S106346,British Library,149072094,Harl.5993[90],"A fragment, title page only.",null,
S106346,Oxford University Corpus Christi College,316404583,phi.B.1.2(1),,null,
S106346,Folger Shakespeare,427145424588186831488,STC 22352,"cs0532. Trimmed, affecting headlines and direction-lines. Bound following: Fitz-Geffry, Charles. The blessed birth-day. Oxford, 1636 (smk STC 10936).","gilt initials of 'S D' on front and back covers; inscribed following MS. verse on *1v: ""Jo: Drew."" (see also Latin poem on back fly-leaf) ; book-label of B. Day; George Steevens copy (MS. note, partially mutilated, on front fly-leaf: ""Steevens ...""); Richard Heber copy; Britwell Court copy",
S106341,Oxford University Bodleian Library,129788129,"Arch. G d,41 (1)",-N2,null,
S106341,Oxford University Bodleian Library,129788129,"Arch. G d,41 (1)",#REF!,null,
S106341,Sion College Library,137253603,[Shelfmark not available],[CM],null,
S106341,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 179,Elizabeth Club.,null,
S106341,Henry E. Huntington Library and Art Gallery,147236009,69374,Binding signed by Zaehnsdorf. -Blank; A2 cropped; made-up copy?,"note signed by William Tite, 1860; Locker-Lampson copy; bookplate of E.D. Church",
S106341,British Library,149072094,[Shelfmark not available],"2, 1 lacks N1 [CM]",null,
S106341,Folger Shakespeare,427145424588186831488,STC 22345 Copy 1,"cs0361. Burn-holes on B2 and B3, affecting text. Wanting the blank leaf. Red goatskin armorial binding, signed by Hering; paper spine-lining (exposed due to detached boards) is printed with the following: ""Henry Shaw F.S.A.""","possibly Lincoln Cathedral library copy (Folger files); Sir William Bolland copy (bookseller's catalogue entry (lot 2187) for this (?) copy attached to front paste-down, with MS. note: ""Baron Bolland's sale Novr. 1840 Evan's""); gilt arms and crest of Frederick Perkins; inscribed on front free endpaper: ""W. [William] A. White""; MS. bibliographical note signed: ""A.S.W. Rosenbach""",
S106341,Folger Shakespeare,427145424588186831488,STC 22345 Copy 2,"cs0361. Wanting the blank leaf. MS. notes on I3r. Leaf L1 is misprinted, affecting text in the lower corner of L1r. Leaf N1 is inlaid. Red goatskin binding, signed by The French Binders Garden City, N.Y.",null,
S106341,Folger Shakespeare,427145424588186831488,STC 22345 Copy 3,"cs875. A made-up copy. Imperfect: wanting gathering A, leaves B2,3, F3,4, gatherings G-N; all except the final blank are supplied in facsimile. Red goatskin binding, signed by Frank Bedford.","armorial bookplate of William Horatio Crawford (motto ""durum patientia frango""); William A. White copy (Folger file)",
S106341,Private Collections,,[Shelfmark not available],"Kraus, New York City (untraced) [CM]",null,
S106337,National Library of Scotland,127333235,Bute.533,null,null,
S106337,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106337,"Boston Public, Main",133435180,[Shelfmark not available],null,null,
S106337,New York Public Library,143013888,*KC 1607 (Puritan. Pvritaine),Imperfect: First leaf (blank?) wanting; a few edges cropped,"Lenox Collection. Binding: Bound by J. Mackenzie in red morocco, gilt",
S106337,Shakespeare Birthplace Trust,144533424,SR 51.09,"-t.p., all after C4; t.p. in facsimile; C4 and facsimile t.p. repaired at border, not affecting text; 81031874",pencil note by WSB [?]Brassington on front fly leaf; presented by C.F. Flower; Binding: bound in black morocco; deposited by the RSC,
S106337,Shakespeare Birthplace Trust,144533424,[Shelfmark not available],imp. [CM],null,
S106337,Shakespeare Birthplace Trust,144533424,SR 51.09,T.p. backed; some leaves foxed; 83000119,null,
S106337,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 203,null,null,
S106337,Henry E. Huntington Library and Art Gallery,147236009,69199,null,bookplates of Frederick Locker and E.D. Church,
S106337,Henry E. Huntington Library and Art Gallery,147236009,69198,Cropped at foot.,bookplate of the Bridgewater library,
S106337,British Library,149072094,[Shelfmark not available],[CM],null,
S106337,Harvard University,232866267,[Shelfmark not available],[CM],null,
S106337,Cambridge University Trinity College,119148995978659751937,Capell R.23[4],null,null,
S106337,Folger Shakespeare,427145424588186831488,STC 21531 copy 2,"cs432. Unbound. Lacking G4, H2-4, supplied in MS. (17th c. hand); tail margins trimmed, affecting text on F2; H1 from another copy. MS. notes and markings",null,
S106337,Folger Shakespeare,427145424588186831488,STC 21531 copy 1,"cs0900. Head margins trimmed, affecting title and running titles; margins of G4 repaired. Stained. MS. attribution by author's initials on t.p.: Shakespear.",Curzon-Howe family library copy,
S106337,Private Collections,,[Shelfmark not available],"Elizabethan Club, Yale University [CM]",null,
S106334,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106334,Henry E. Huntington Library and Art Gallery,147236009,69371,"Binding signed by Birdsall, Northampton. Inlaid; -blank. Variant.","signature of Wm. Peile; collated by John P. Kemble, 1814; Devonshire copy",
S106334,Henry E. Huntington Library and Art Gallery,147236009,69372,Binding signed by Hammond. B4 in facsimile. Variant.,bookplates of Frederick Locker and E.D. Church,
S106334,British Library,149072094,[Shelfmark not available],[CM],null,
S106334,Oxford University Corpus Christi College,316404583,[Shelfmark not available],[CM],null,
S106334,Folger Shakespeare,427145424588186831488,STC 22340,"cs0532. Wanting the blank leaf. Trimmed, affecting headlines. Some leaves are damaged (wormholes?) and repaired, affecting text. Red velvet binding; stored in a case",null,
S106333,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S106333,National Library of Scotland,127333235,Bute.534,null,null,
S106333,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106333,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
S106333,"Boston Public, Main",133435180,[Shelfmark not available],null,null,
S106333,University of Texas,141925602,Pforz 904,-blank,null,
S106333,New York Public Library,143013888,"*KC 1619 (Shakespeare, W. Shakespeare's plays; Pavier's collected edition, 1619. Yorkshire tragedy)",null,null,
S106333,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 207,"Eliz 207: Bound in straight-grain green goatskin, gold tooling with acorns on the cover. This is a type of binding made for J.B. Inglis about 1825 (Seymour de Ricci, English Collectors of Books and Manuscripts, pp. 97-98). This copy was sold as lot 100 in the Inglis sale by Sotheby's, 12 April 1826. The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",null,
S106333,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,1977 2701,"BEIN 1977 2701: Signatures: [*]1A-D4(D3 blank, wanting; D4=t.p.).",null,
S106333,York Minster Library,147210143,Y/MA 102.73 YOR,null,null,
S106333,Henry E. Huntington Library and Art Gallery,147236009,69373,Binding signed by F. Bedford. -Blank.,"bookseller's label of Pickering, Piccadilly; collated by Cecil Dunn Gardner, 21 June 1880; bookplates of Frederick Locker and E.D. Church",
S106333,British Library,149072094,C.34.l.6,null,null,
S106333,Harvard University,232866267,[Shelfmark not available],[CM],null,
S106333,Cambridge University Trinity College,119148995978659751937,Capell Q.11[1],-D3,null,
S106333,Folger Shakespeare,427145424588186831488,STC 22341 Copy 5,"cs0532. The title leaf is inlaid and mounted; the remaining leaves are inlaid. Wanting the blank leaf. MS. markings on t.p. Green goatskin binding, signed by Macdonald.","Provenance: John Philip Kemble copy: inscribed on t.p.: ""Collated &amp; Perfect J.P.K. 1798""; Devonshire Library copy; Huntington Library duplicate copy",
S106333,Folger Shakespeare,427145424588186831488,STC 22341 Copy 6,"Wawick. Imperfect: wanting leaf D1, which is supplied in facsimile; also wanting the blank leaf. Leaves C4-D2 are remargined. C2 and C3 are damaged and repaired, affecting text; missing letters are supplied in facsimimile. Trimmed, affecting headline on C4. Brown goatskin binding.","James Orchard Halliwell-Phillipps copy; bookplate of Warwick Castle, Shakespeare Library",
S106333,Folger Shakespeare,427145424588186831488,STC 22341 Copy 1,"cs455. Brown goatskin binding, gilt borders.","inscribed on front free endpaper: Sir William Tite copy; James Orchard Halliwell-Phillipps copy: inscribed on front free endpaper: ""Halliwells sale May 1856. Lot 325. William Tite""; Marsden J. Perry copy",
S106333,Folger Shakespeare,427145424588186831488,STC 22341 Copy 4 Bd.w. STC 26101 Copy 3,"cs0822.8. MS. table of contents. Wanting the blank leaf. Bound with: Shakespeare, William. The whole contention betweene the two famouse houses. London, [1619] -- and six other 1619 Shakespeare quartos (shelf-marks: STC 22303 Copy 5, 18796 Copy 4, 22297 Copy 3, 22291 Copy 4, 22293 Copy 5, and 22300 Copy 4). Contemporary calfskin binding, stamped in gilt with ""Edward Gwynn"" on front cover; stored in a case.","Edward Gwynn copy (cf. Jackson, W.A. Records of a bibliographer ... Cambridge, 1967. pp. 115-119); anonymous armorial bookplate (of Goetz Wrisberg?: cf. bookplate in Folger shelf-mark STC 4998; cf. Folger worksheet for STC 4998); Marsden J. Perry copy; inscribed on front free endpaper: ... ""From the library of Marsden J. Perry ... Purchased July 22, 1919. A.S.W. Rosenbach""",
S106333,Folger Shakespeare,427145424588186831488,STC 22341 Copy 3,"cs1741. Wanting the blank leaf. MS. numbered '7' on t.p. The title leaf is damaged, trimmed, and repaired, affecting second line of title and MS. markings. Shelf-mark label on front paste-down. Plain calf armorial binding.","Bridgewater library copy (with the armorial bookplate (motto ""sic donec"") and blind armorial stamps on the title leaf and and A1); with an unidentified bookseller's catalogue entry for this copy pasted on front fly-leaf; Huntington Library duplicate copy; bookplate of John L. Clawson",
S106333,Folger Shakespeare,427145424588186831488,STC 22341 Copy 2,"cs534. Wanting the blank leaf. Dark blue goatskin binding with an over-all gilt design and red goatskin doublures, signed by Cuzin; stored in a case.",bookplate of Robert Hoe,
S106330,National Library of Scotland,127333235,Bute.527,null,null,
S106330,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106330,"University of California, Los Angeles, Main",132228110,[Shelfmark not available],[CM],null,
S106330,The National Trust,144832259,PET,Imperfect: wanting the final blank.,"MS. on G3v.. in a 17C hand:Niccolas [] is base. Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",
S106330,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 205,"Eliz 205: Bound by F. Bedford in crimson goatskin, gold tooling on cover and spine, gilt edges. The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",null,
S106330,Henry E. Huntington Library and Art Gallery,147236009,69197,Binding signed by F. Bedford.,"MS. note: ""bought of Lilly. June 1858""; bookplates of Frederick Locker and E.D. Church",
S106330,British Library,149072094,[Shelfmark not available],[CM],null,
S106330,Harvard University,232866267,[Shelfmark not available],[CM],null,
S106330,"Columbia University, Rare Book &amp; Manuscript Library",316398977,PR2869 .A1 1613g,null,null,
S106330,Victoria and Albert Museum National Art Library,12145424490986830227,[Shelfmark not available],[CM],null,
S106330,Cambridge University Trinity College,119148995978659751937,Capell S.37[1],-Final blank,null,
S106330,Cambridge University Trinity College,119148995978659751937,Capell S.37[1],#ERROR!,null,
S106330,Oxford University Worcester College Library,226146462546127771059,[Shelfmark not available],[CM],null,
S106330,Folger Shakespeare,427145424588186831488,STC 21533 copy 1,"cs0900. Red goatskin binding with gilt fillets, signed by F. Bedford. Lacking blank; head of t.p. repaired.",William Gott copy,
S106330,Folger Shakespeare,427145424588186831488,STC 21533 copy 2,"cs0443. Red goatskin binding with the Griswold family crest and motto (Palmam qui meruit ferat), signed by F. Bedford. Lacking blank; D4 with hole, affecting some text.",Provenance: A.W. Griswold copy,
S106330,Folger Shakespeare,427145424588186831488,STC 21533 copy 3,cs0900. Dark green goatskin binding with gilt tools and fillets. Lacking blank; half of D4 in facsimile; cropped at head,null,
S106328,Newberry,79547206,[Shelfmark not available],[CM],null,
S106328,Oxford University Bodleian Library,129788129,J-J Drayton f.72,null,null,
S106328,Oxford University Bodleian Library,129788129,Mal. 222 (4),null,null,
S106328,University of Texas,141925602,Wh.M922.600fb,null,null,
S106328,New York Public Library,143013888,"*KC 1619 (Shakespeare, W. Shakespeare's plays; Pavier's collected edition, 1619. Sir John Oldcastle)",null,null,
S106328,Shakespeare Birthplace Trust,144533424,SR 51.10,Some leaves foxed; 83000100,null,
S106328,"Yale University, Beinecke Rare Book and Manuscript",146865135,Eliz 204,null,null,
S106328,"Yale University, Beinecke Rare Book and Manuscript",146865135,1977 2622,null,null,
S106328,Henry E. Huntington Library and Art Gallery,147236009,62783,Binding signed by F. Bedford.,binding stamped with Griswold arms; bookplate of E.D. Church,
S106328,British Library,149072094,[Shelfmark not available],[CM],null,
S106328,University of Akron,149200089,Rare vault PR2867 .A1 1600,null,Herman Muehlstein rare book collection; Bookplates of Thomas Gaisford and Brayton Ives.,
S106328,Harvard University,232866267,[Shelfmark not available],[CM],null,
S106328,University of Leeds Brotherton Library,316424232,[Shelfmark not available],[CM],null,
S106323,"Oxford University, Bodleian Library",129788129,Mal. 817,null,null,
S106323,"Oxford University, Bodleian Library",129788129,J-J Drayton f.71,Note: Photostat copy.,null,
S106323,"Oxford University, Bodleian Library",129788129,Arch. G e.11,null,null,
S106323,"University of California, Los Angeles, Main",132228110,[Shelfmark not available],[CM],null,
S106323,Henry E. Huntington Library and Art Gallery,147236009,62782,null,bookplate of the Bridgewater library,
S106323,British Library,149072094,[Shelfmark not available],lacks tp [CM],null,
S106302,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106302,New York Public Library,143013888,*KC 1605 (London prodigal),null,null,
S106302,Henry E. Huntington Library and Art Gallery,147236009,69329,null,bookplate of the Bridgewater library,
S106302,Henry E. Huntington Library and Art Gallery,147236009,69328,Binding signed by F. Bedford.,binding stamped with Griswold arms; bookplate of E.D. Church,
S106302,British Library,149072094,[Shelfmark not available],[CM],null,
S106302,Eton College Library,158913221,[Shelfmark not available],[CM],null,
S106302,Harvard University,232866267,[Shelfmark not available],[CM],null,
S106302,Private Collections,,[Shelfmark not available],"Elizabethan Club, Yale University [CM]",null,
S106301,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S106301,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
S106301,"University of California, Los Angeles, Main",132228110,[Shelfmark not available],[CM],null,
S106301,Pierpont Morgan Library,139346252,[Shelfmark not available],[CM],null,
S106301,Henry E. Huntington Library and Art Gallery,147236009,69201,#NAME?,bookplate of the Bridgewater library,
S106301,British Library,149072094,[Shelfmark not available],3 [CM],null,
S106301,Birmingham Central Libraries,149618033,S366.1595,"-A1-3, supplied in facsimile; K4 mutilated and repaired, slightly affecting text; soiled; 65974",null,
S106283,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S106283,Trinity College Library,126351296,P.nn.53.no.4,null,null,
S106283,Newcastle University Library,127299326,[Shelfmark not available],imp. [CM],null,
S106283,Haverford College Library,127575484,53,null,null,
S106283,"Oxford University, Bodleian Library",129788129,Arch. G e.33 (3),Size: 20 cm. Binding: Reverse calf. Bound with: 3 other items. Previous shelfmark: 4to H 24 Art.,null,
S106283,"Oxford University, Bodleian Library",129788129,Cons.Res. 3 (9),"Binding: Calf, rebacked. Size: 20cm. Provenance note: Signed: Charles R, October 8th 1642 MS Additions: Includes notes by Charles I and Malone, including blank form commissioning local militia leaders dated March 2nd 1659 and signed by Charles R",null,
S106283,"Oxford University, Bodleian Library",129788129,Mal. 243 (3),Binding: 20th century quarter Morocco with cloth covered boards. Size: 19 cm.,null,
S106283,"Oxford University, Bodleian Library",129788129,Mal. 186 (3),Binding: 20th century quarter Morocco with cloth covered boards. Size: 19 cm. Imperfections: Wants final leaf.,null,
S106283,Cambridge University Magdalene College,132043876,I.4.2(5),Wants title page,null,
S106283,"Boston Public, Main",133435180,[Shelfmark not available],null,null,
S106283,University of Pennsylvania Van Pelt-Dietrich,136552639,PR2870 .A1 1634,"-t.p., -leaf N1",null,
S106283,Glasgow University Library,139315116,[Shelfmark not available],[CM],null,
S106283,Pierpont Morgan Library,139346252,[Shelfmark not available],[CM],null,
S106283,"University of California, Berkeley, Bancroft",139925746,PR2870 1634,null,Jerome Kern (with his bookplate); Allerton Cushman Hickmott (with his bookplate),
S106283,University of Texas,141925602,Wh.G635.634t,null,null,
S106283,University of Texas,141925602,Pforz 899,null,null,
S106283,New York Public Library,143013888,"*KC 1634 (Fletcher, J. Two Noble Kinsmen)",null,null,
S106283,Shakespeare Birthplace Trust,144533424,SR 51.13,"-T.p., supplied in MS. facsimile; leaves mounted throughout; 8300484x","Donated by J.O. Halliwell, 1864",
S106283,Shakespeare Birthplace Trust,144533424,SR 51.13,"-T.p. and N1; t.p. supplied in reprint, bearing on verso a reprint of the t.p. of the 1635 quarto edition of Pericles; 81033079",'taken to birthplace for safe custody 1948',
